time,sensor_fx,sensor_fy,sensor_fz,sensor_force_magnitude
155,8.184882e-05,11591.359,0.00042796205,11591.359
156,103.885056,5517.819,1.9073486e-05,5518.7964
157,0.00034642103,-7565.1104,1.5275436e-05,7565.1104
158,-2.522301e-05,-12497.409,7.4486714e-05,12497.409
159,7.4279495e-05,-14705.524,-5.0265342e-05,14705.524
160,-3.4725992e-05,-16109.835,-0.0006346069,16109.835
161,-7.782737e-05,-17401.488,3.9986102e-05,17401.488
162,0.0013088703,-18769.717,-1.0198681e-05,18769.717
163,-4.3787062e-05,-20210.514,-0.00017772499,20210.514
164,-0.00013747695,-21646.45,0.00019755634,21646.45
165,-0.00028560217,-23034.734,1.5222002e-05,23034.734
166,0.00016589463,-24284.15,-0.00063774106,24284.15
167,0.0,0.0,0.0,0.0
168,0.0,0.0,0.0,0.0
169,0.0,0.0,0.0,0.0
170,0.0,0.0,0.0,0.0
171,0.0,0.0,0.0,0.0
172,0.0,0.0,0.0,0.0
173,0.0,0.0,0.0,0.0
174,0.0,0.0,0.0,0.0
175,0.0,0.0,0.0,0.0
176,0.0,0.0,0.0,0.0
177,0.0,0.0,0.0,0.0
178,0.0,0.0,0.0,0.0
179,0.0,0.0,0.0,0.0
180,0.0,0.0,0.0,0.0
181,0.0,0.0,0.0,0.0
182,0.0,0.0,0.0,0.0
183,0.0,0.0,0.0,0.0
184,0.0,0.0,0.0,0.0
185,0.0,0.0,0.0,0.0
186,0.0,0.0,0.0,0.0
187,0.0,0.0,0.0,0.0
188,0.0,0.0,0.0,0.0
189,0.0,0.0,0.0,0.0
190,0.0,0.0,0.0,0.0
191,0.0,0.0,0.0,0.0
192,0.0,0.0,0.0,0.0
193,0.0,0.0,0.0,0.0
194,0.0,0.0,0.0,0.0
195,0.0,0.0,0.0,0.0
196,0.0,0.0,0.0,0.0
197,0.0,0.0,0.0,0.0
198,0.0,0.0,0.0,0.0
199,0.0,0.0,0.0,0.0
200,0.0,0.0,0.0,0.0
201,0.0,0.0,0.0,0.0
202,0.0,0.0,0.0,0.0
203,0.0,0.0,0.0,0.0
204,0.0,0.0,0.0,0.0
205,0.0,0.0,0.0,0.0
206,0.0,0.0,0.0,0.0
207,0.0,0.0,0.0,0.0
208,0.0,0.0,0.0,0.0
209,0.0,0.0,0.0,0.0
210,0.0,0.0,0.0,0.0
211,0.0,0.0,0.0,0.0
212,0.0,0.0,0.0,0.0
213,0.0,0.0,0.0,0.0
214,0.0,0.0,0.0,0.0
215,0.0,0.0,0.0,0.0
216,0.0,0.0,0.0,0.0
217,0.0,0.0,0.0,0.0
218,0.0,0.0,0.0,0.0
219,0.0,0.0,0.0,0.0
220,0.0,0.0,0.0,0.0
221,0.0,0.0,0.0,0.0
222,0.0,0.0,0.0,0.0
223,0.0,0.0,0.0,0.0
224,0.0,0.0,0.0,0.0
225,0.0,0.0,0.0,0.0
226,0.0,0.0,0.0,0.0
227,0.0,0.0,0.0,0.0
228,0.0,0.0,0.0,0.0
229,0.0,0.0,0.0,0.0
230,0.0,0.0,0.0,0.0
231,0.0,0.0,0.0,0.0
232,0.0,0.0,0.0,0.0
233,0.0,0.0,0.0,0.0
234,0.0,0.0,0.0,0.0
235,0.0,0.0,0.0,0.0
236,0.0,0.0,0.0,0.0
237,0.0,0.0,0.0,0.0
238,0.0,0.0,0.0,0.0
239,0.0,0.0,0.0,0.0
240,0.0,0.0,0.0,0.0
241,0.0,0.0,0.0,0.0
242,0.0,0.0,0.0,0.0
243,0.0,0.0,0.0,0.0
244,0.0,0.0,0.0,0.0
245,0.0,0.0,0.0,0.0
246,0.008736997,5177.2075,0.02665966,5177.2075
247,-0.00017532485,12464.055,0.012568956,12464.055
248,0.00017792196,14699.017,0.014850651,14699.017
249,0.00042712293,14844.926,0.008340996,14844.926
250,0.0005557997,14464.558,0.0057025235,14464.558
251,9.488349e-05,14048.245,0.006413472,14048.245
252,0.0019317516,13735.79,0.005774875,13735.79
253,7.771538e-06,13553.047,0.0056348173,13553.047
254,-8.699659e-05,13407.078,-4.2161322e-05,13407.078
255,0.0008858638,13275.788,-0.00053083966,13275.788
256,-0.00012032804,13144.625,0.0003186129,13144.625
257,0.00020052912,13024.308,1.780456e-05,13024.308
258,8.2587125e-05,12901.177,-4.517683e-05,12901.177
259,0.00050151604,12768.801,0.0001189122,12768.801
260,0.0003601669,12630.441,7.52795e-05,12630.441
261,-1.4027581e-05,12478.154,-0.0009076148,12478.154
262,0.0008644867,12323.674,0.00019552116,12323.674
263,-6.724149e-06,12150.01,-0.00024540187,12150.01
264,0.00012831157,11970.464,-0.00010953052,11970.464
265,0.0,0.0,0.0,0.0
266,0.000199361,-7401.3843,2.2056513e-05,7401.3843
267,1.8467079e-05,-9475.624,-3.5076984e-05,9475.624
268,1.5799189e-05,-9850.817,0.00031790044,9850.817
269,0.0004995307,-9859.971,-1.3506506e-06,9859.971
270,0.00036265433,-9918.508,0.00027340895,9918.508
271,0.00018026435,-10115.436,-7.4494164e-07,10115.436
272,9.408768e-05,-10431.511,1.1378434e-06,10431.511
273,0.0004646586,-10828.182,-0.0003010874,10828.182
274,5.482463e-05,-11268.633,6.7163026e-05,11268.633
275,0.00012331712,-11732.826,-0.0001731182,11732.826
276,0.00019026455,-12193.889,0.0008048387,12193.889
277,-0.000109458575,-12648.109,1.4349818e-05,12648.109
278,0.00056296145,-13108.787,-2.4412293e-06,13108.787
279,0.00022552675,-13552.55,0.00013666181,13552.55
280,-2.1495158e-05,-13986.7,-3.870693e-05,13986.7
281,0.0011426429,-14385.098,2.4702633e-05,14385.098
282,4.4216402e-05,-14765.049,9.762752e-05,14765.049
283,4.9917493e-05,-15119.3,-3.1956704e-05,15119.3
284,-2.788729e-07,69.30138,-2.977904e-07,69.30138
285,1.6644364e-05,3882.117,-0.00032822834,3882.117
286,0.00034786598,4044.9514,2.4107285e-05,4044.9514
287,0.0005748597,3177.6047,-1.526007e-05,3177.6047
288,-1.8934486e-05,2192.4717,2.0695385e-05,2192.4717
289,0.00020403968,1292.386,-0.00010130304,1292.386
290,5.481299e-06,544.977,3.1959498e-06,544.977
291,0.0,0.0,0.0,0.0
292,0.0,0.0,0.0,0.0
293,0.0,0.0,0.0,0.0
294,0.0,0.0,0.0,0.0
295,0.0,0.0,0.0,0.0
296,0.0,0.0,0.0,0.0
297,0.0,0.0,0.0,0.0
298,0.0,0.0,0.0,0.0
299,0.0,0.0,0.0,0.0
300,0.0,0.0,0.0,0.0
301,0.0,0.0,0.0,0.0
302,0.0,0.0,0.0,0.0
303,0.0,0.0,0.0,0.0
304,0.0,0.0,0.0,0.0
305,0.0,0.0,0.0,0.0
306,0.0,0.0,0.0,0.0
307,0.0,0.0,0.0,0.0
308,0.0,0.0,0.0,0.0
309,0.0,0.0,0.0,0.0
310,0.0,0.0,0.0,0.0
311,0.0,0.0,0.0,0.0
312,0.0,0.0,0.0,0.0
313,0.0,0.0,0.0,0.0
314,0.0,0.0,0.0,0.0
315,0.0,0.0,0.0,0.0
316,0.0,0.0,0.0,0.0
317,0.0,0.0,0.0,0.0
318,0.0,0.0,0.0,0.0
319,0.0,0.0,0.0,0.0
320,0.0,0.0,0.0,0.0
321,0.0,0.0,0.0,0.0
322,0.0,0.0,0.0,0.0
323,0.0,0.0,0.0,0.0
324,0.0,0.0,0.0,0.0
325,0.0,0.0,0.0,0.0
326,0.0,0.0,0.0,0.0
327,0.0,0.0,0.0,0.0
328,0.0,0.0,0.0,0.0
329,0.0,0.0,0.0,0.0
330,0.0,0.0,0.0,0.0
331,0.0,0.0,0.0,0.0
332,0.0,0.0,0.0,0.0
333,0.0,0.0,0.0,0.0
334,0.0,0.0,0.0,0.0
335,0.0,0.0,0.0,0.0
336,0.0,0.0,0.0,0.0
337,0.0,0.0,0.0,0.0
338,0.0,0.0,0.0,0.0
339,0.0,0.0,0.0,0.0
340,0.0,0.0,0.0,0.0
341,0.0,0.0,0.0,0.0
342,0.0,0.0,0.0,0.0
343,0.0,0.0,0.0,0.0
344,0.0,0.0,0.0,0.0
345,0.0,0.0,0.0,0.0
346,0.0,0.0,0.0,0.0
347,0.0,0.0,0.0,0.0
348,0.0,0.0,0.0,0.0
349,0.0,0.0,0.0,0.0
350,0.0,0.0,0.0,0.0
351,0.0,0.0,0.0,0.0
352,0.0,0.0,0.0,0.0
353,0.0,0.0,0.0,0.0
354,0.0,0.0,0.0,0.0
355,0.0,0.0,0.0,0.0
356,0.0,0.0,0.0,0.0
357,0.0,0.0,0.0,0.0
358,0.0,0.0,0.0,0.0
359,0.0,0.0,0.0,0.0
360,0.0,0.0,0.0,0.0
361,0.0,0.0,0.0,0.0
362,0.0,0.0,0.0,0.0
363,0.0,0.0,0.0,0.0
364,0.0,0.0,0.0,0.0
365,0.0,0.0,0.0,0.0
366,0.0,0.0,0.0,0.0
367,0.0,0.0,0.0,0.0
368,0.0,0.0,0.0,0.0
369,0.0,0.0,0.0,0.0
370,0.0,0.0,0.0,0.0
371,0.0,0.0,0.0,0.0
372,0.0,0.0,0.0,0.0
373,0.0,0.0,0.0,0.0
374,0.0,0.0,0.0,0.0
375,0.0,0.0,0.0,0.0
376,0.0,0.0,0.0,0.0
377,0.0,0.0,0.0,0.0
378,0.0,0.0,0.0,0.0
379,0.0,0.0,0.0,0.0
380,0.0,0.0,0.0,0.0
381,0.0,0.0,0.0,0.0
382,0.0,0.0,0.0,0.0
383,0.0,0.0,0.0,0.0
384,0.0,0.0,0.0,0.0
385,0.0,0.0,0.0,0.0
386,0.0,0.0,0.0,0.0
387,0.0,0.0,0.0,0.0
388,0.0,0.0,0.0,0.0
389,0.0,0.0,0.0,0.0
390,0.0,0.0,0.0,0.0
391,0.0,0.0,0.0,0.0
392,0.0,0.0,0.0,0.0
393,0.0,0.0,0.0,0.0
394,0.0,0.0,0.0,0.0
395,0.0,0.0,0.0,0.0
396,0.0,0.0,0.0,0.0
397,0.0,0.0,0.0,0.0
398,0.0,0.0,0.0,0.0
399,0.0,0.0,0.0,0.0
400,0.0,0.0,0.0,0.0
401,0.0,0.0,0.0,0.0
402,0.0,0.0,0.0,0.0
403,0.0,0.0,0.0,0.0
404,0.0,0.0,0.0,0.0
405,0.0,0.0,0.0,0.0
406,0.0,0.0,0.0,0.0
407,0.0,0.0,0.0,0.0
408,0.0,0.0,0.0,0.0
409,0.0,0.0,0.0,0.0
410,0.0,0.0,0.0,0.0
411,0.0,0.0,0.0,0.0
412,0.0,0.0,0.0,0.0
413,0.0,0.0,0.0,0.0
414,0.0,0.0,0.0,0.0
415,0.0,0.0,0.0,0.0
416,0.0,0.0,0.0,0.0
417,0.0,0.0,0.0,0.0
418,0.0,0.0,0.0,0.0
419,0.0,0.0,0.0,0.0
420,0.0,0.0,0.0,0.0
421,0.0,0.0,0.0,0.0
422,0.0,0.0,0.0,0.0
423,0.0,0.0,0.0,0.0
424,0.0,0.0,0.0,0.0
425,0.0,0.0,0.0,0.0
426,0.0,0.0,0.0,0.0
427,0.0,0.0,0.0,0.0
428,0.0,0.0,0.0,0.0
429,0.0,0.0,0.0,0.0
430,0.0,0.0,0.0,0.0
431,0.0,0.0,0.0,0.0
432,0.0,0.0,0.0,0.0
433,0.0,0.0,0.0,0.0
434,0.0,0.0,0.0,0.0
435,0.0,0.0,0.0,0.0
436,0.0,0.0,0.0,0.0
437,0.0,0.0,0.0,0.0
438,0.0,0.0,0.0,0.0
439,0.0,0.0,0.0,0.0
440,0.0,0.0,0.0,0.0
441,0.0,0.0,0.0,0.0
442,0.0,0.0,0.0,0.0
443,0.0,0.0,0.0,0.0
444,0.0,0.0,0.0,0.0
445,0.0,0.0,0.0,0.0
446,0.0,0.0,0.0,0.0
447,0.0,0.0,0.0,0.0
448,0.0,0.0,0.0,0.0
449,0.0,0.0,0.0,0.0
450,0.0,0.0,0.0,0.0
451,0.0,0.0,0.0,0.0
452,0.0,0.0,0.0,0.0
453,0.0,0.0,0.0,0.0
454,0.0,0.0,0.0,0.0
455,0.0,0.0,0.0,0.0
456,0.0,0.0,0.0,0.0
457,0.0,0.0,0.0,0.0
458,0.0,0.0,0.0,0.0
459,0.0,0.0,0.0,0.0
460,0.0,0.0,0.0,0.0
461,0.0,0.0,0.0,0.0
462,0.0,0.0,0.0,0.0
463,0.0,0.0,0.0,0.0
464,0.0,0.0,0.0,0.0
465,0.0,0.0,0.0,0.0
466,0.0,0.0,0.0,0.0
467,0.0,0.0,0.0,0.0
468,0.0,0.0,0.0,0.0
469,0.0,0.0,0.0,0.0
470,0.0,0.0,0.0,0.0
471,0.0,0.0,0.0,0.0
472,0.0,0.0,0.0,0.0
473,0.0,0.0,0.0,0.0
474,0.0,0.0,0.0,0.0
475,0.0,0.0,0.0,0.0
476,0.0,0.0,0.0,0.0
477,0.0,0.0,0.0,0.0
478,0.0,0.0,0.0,0.0
479,0.0015927252,2264.1187,0.016361048,2264.1187
480,0.00055825594,2964.5093,0.007899792,2964.5093
481,0.001093815,3924.8738,0.010816355,3924.8738
482,0.000531373,4786.0435,0.006065055,4786.0435
483,0.00096720125,5068.6665,0.00622797,5068.6665
484,1.351058e-06,5075.964,0.006718808,5075.964
485,0.0010733044,5028.018,0.0076199276,5028.018
486,0.00010835688,5014.8296,0.00563394,5014.8296
487,-5.141471e-05,4965.5396,0.004131657,4965.5396
488,-2.7374597e-05,4955.321,0.003920965,4955.321
489,0.0005957903,4932.2173,0.0023654655,4932.2173
490,0.00064018666,4905.4624,0.0040746857,4905.4624
491,-4.0351646e-05,4903.381,0.0034101314,4903.381
492,0.00012661755,4871.777,0.0037134537,4871.777
493,0.0010258944,4819.3394,0.00299748,4819.3394
494,4.6885107e-06,4784.4126,0.0040728706,4784.4126
495,0.0009062476,4771.099,0.0036930223,4771.099
496,2.8071401e-05,4705.3096,0.0029881005,4705.3096
497,0.00039936625,4658.092,0.0040305406,4658.092
498,0.00028019864,4599.137,0.0023921353,4599.137
499,0.0006922658,4554.3296,0.0027964502,4554.3296
500,-1.1359982e-05,4483.886,0.0033442925,4483.886
501,9.804731e-06,4422.6997,0.003119734,4422.6997
502,-6.921182e-06,4328.8564,0.002673111,4328.8564
503,4.303409e-06,4277.2637,0.0038933733,4277.2637
504,0.00026926334,4196.4155,0.0027117594,4196.4155
505,2.24635e-06,4114.745,0.003600382,4114.745
506,-1.931109e-05,4028.5312,0.0033485978,4028.5312
507,0.00047141692,3917.5408,0.0027387377,3917.5408
508,0.00028044515,3820.8318,0.003254163,3820.8318
509,0.00035467662,3726.2388,0.0027025915,3726.2388
510,0.0004745819,3636.5435,0.0024037547,3636.5435
511,2.0613079e-05,3515.357,0.0024697115,3515.357
512,1.7986167e-07,3409.9658,0.0023547467,3409.9658
513,0.0004200625,3311.295,0.002598201,3311.295
514,0.0003308204,3175.9922,0.0032541512,3175.9922
515,0.00024136144,3084.9995,0.0023387996,3084.9995
516,0.00020055333,2934.2888,0.002909494,2934.2888
517,0.00020735693,2823.1238,0.0023420155,2823.1238
518,-3.0988012e-06,2713.28,0.0020614301,2713.28
519,0.00033941033,2563.7852,0.002175454,2563.7852
520,1.5448895e-06,2461.663,0.0023118434,2461.663
521,7.2375406e-07,2310.6592,0.0016409485,2310.6592
522,0.00068141485,2194.5686,0.0028659492,2194.5686
523,1.3426994e-05,2054.0906,0.0024745264,2054.0906
524,0.0008450226,1904.682,0.0014645916,1904.682
525,0.00042895006,1789.8804,0.0019632822,1789.8804
526,-5.3916418e-05,1664.0839,0.0020475427,1664.0839
527,0.00021810157,1513.634,0.0018668249,1513.634
528,-1.1197408e-05,1384.7637,0.0020275332,1384.7637
529,8.756382e-06,1234.6127,0.0017708646,1234.6127
530,0.0005006703,1120.4962,0.0015888712,1120.4962
531,5.143869e-06,962.5658,0.0010960673,962.5658
532,-1.2829842e-06,861.33203,0.0019393364,861.33203
533,0.00012946335,708.234,0.0014262428,708.234
534,0.00038921996,579.5858,0.0015733015,579.5858
535,0.0003108993,454.87048,0.001211959,454.87048
536,-4.67425e-06,340.56726,0.0013840902,340.56726
537,-3.9479346e-07,194.52077,0.0014033145,194.52077
538,6.91195e-05,98.2522,0.001943336,98.2522
539,0.0,0.0,0.0,0.0
540,0.0,0.0,0.0,0.0
541,0.0,0.0,0.0,0.0
542,0.0,0.0,0.0,0.0
543,0.0,0.0,0.0,0.0
544,0.0,0.0,0.0,0.0
545,0.0,0.0,0.0,0.0
546,0.0,0.0,0.0,0.0
547,0.0,0.0,0.0,0.0
548,0.0,0.0,0.0,0.0
549,0.0,0.0,0.0,0.0
550,0.0,0.0,0.0,0.0
551,0.0,0.0,0.0,0.0
552,0.0,0.0,0.0,0.0
553,0.0,0.0,0.0,0.0
554,0.0,0.0,0.0,0.0
555,0.0,0.0,0.0,0.0
556,0.0,0.0,0.0,0.0
557,0.0,0.0,0.0,0.0
558,0.0,0.0,0.0,0.0
559,0.0,0.0,0.0,0.0
560,0.0,0.0,0.0,0.0
561,0.0,0.0,0.0,0.0
562,0.0,0.0,0.0,0.0
563,0.0,0.0,0.0,0.0
564,0.0,0.0,0.0,0.0
565,0.0,0.0,0.0,0.0
566,0.0,0.0,0.0,0.0
567,0.0,0.0,0.0,0.0
568,0.0,0.0,0.0,0.0
569,0.0,0.0,0.0,0.0
570,0.0,0.0,0.0,0.0
571,0.0,0.0,0.0,0.0
572,0.0,0.0,0.0,0.0
573,0.0,0.0,0.0,0.0
574,0.0,0.0,0.0,0.0
575,0.0,0.0,0.0,0.0
576,0.0,0.0,0.0,0.0
577,0.0,0.0,0.0,0.0
578,0.0,0.0,0.0,0.0
579,0.0,0.0,0.0,0.0
580,0.0,0.0,0.0,0.0
581,0.0,0.0,0.0,0.0
582,0.0,0.0,0.0,0.0
583,0.0,0.0,0.0,0.0
584,0.0,0.0,0.0,0.0
585,0.0,0.0,0.0,0.0
586,0.0,0.0,0.0,0.0
587,0.0,0.0,0.0,0.0
588,0.0,0.0,0.0,0.0
589,0.0,0.0,0.0,0.0
590,0.0,0.0,0.0,0.0
591,0.0,0.0,0.0,0.0
592,0.0,0.0,0.0,0.0
593,0.0,0.0,0.0,0.0
594,0.0,0.0,0.0,0.0
595,0.0,0.0,0.0,0.0
596,0.0,0.0,0.0,0.0
597,0.0,0.0,0.0,0.0
598,0.0,0.0,0.0,0.0
599,0.0,0.0,0.0,0.0
600,0.0,0.0,0.0,0.0
601,0.0,0.0,0.0,0.0
602,0.0,0.0,0.0,0.0
603,0.0,0.0,0.0,0.0
604,0.0,0.0,0.0,0.0
605,0.0,0.0,0.0,0.0
606,0.0,0.0,0.0,0.0
607,0.0,0.0,0.0,0.0
608,0.0,0.0,0.0,0.0
609,0.0,0.0,0.0,0.0
610,0.0,0.0,0.0,0.0
611,0.0,0.0,0.0,0.0
612,0.0,0.0,0.0,0.0
613,0.0,0.0,0.0,0.0
614,0.0,0.0,0.0,0.0
615,0.0,0.0,0.0,0.0
616,0.0,0.0,0.0,0.0
617,0.0,0.0,0.0,0.0
618,0.0,0.0,0.0,0.0
619,0.0,0.0,0.0,0.0
620,0.0,0.0,0.0,0.0
621,0.0,0.0,0.0,0.0
622,0.0,0.0,0.0,0.0
623,0.0,0.0,0.0,0.0
624,0.0,0.0,0.0,0.0
625,0.0,0.0,0.0,0.0
626,0.0,0.0,0.0,0.0
627,0.0,0.0,0.0,0.0
628,0.0,0.0,0.0,0.0
629,0.0,0.0,0.0,0.0
630,0.0,0.0,0.0,0.0
631,0.0,0.0,0.0,0.0
632,0.0,0.0,0.0,0.0
633,0.0,0.0,0.0,0.0
634,0.0,0.0,0.0,0.0
635,0.0,0.0,0.0,0.0
636,0.0,0.0,0.0,0.0
637,0.0,0.0,0.0,0.0
638,0.0,0.0,0.0,0.0
639,0.0,0.0,0.0,0.0
640,0.0,0.0,0.0,0.0
641,0.0,0.0,0.0,0.0
642,0.0,0.0,0.0,0.0
643,0.0,0.0,0.0,0.0
644,0.0,0.0,0.0,0.0
645,0.0,0.0,0.0,0.0
646,0.0,0.0,0.0,0.0
647,0.0,0.0,0.0,0.0
648,0.0,0.0,0.0,0.0
649,0.0,0.0,0.0,0.0
650,0.0,0.0,0.0,0.0
651,0.0,0.0,0.0,0.0
652,0.0,0.0,0.0,0.0
653,0.0,0.0,0.0,0.0
654,0.0,0.0,0.0,0.0
655,0.0,0.0,0.0,0.0
656,0.0,0.0,0.0,0.0
657,0.0,0.0,0.0,0.0
658,0.0,0.0,0.0,0.0
659,0.0,0.0,0.0,0.0
660,0.0,0.0,0.0,0.0
661,0.0,0.0,0.0,0.0
662,0.0,0.0,0.0,0.0
663,0.0,0.0,0.0,0.0
664,0.0,0.0,0.0,0.0
665,0.0,0.0,0.0,0.0
666,0.0,0.0,0.0,0.0
667,0.0,0.0,0.0,0.0
668,0.0,0.0,0.0,0.0
669,0.0,0.0,0.0,0.0
670,0.0,0.0,0.0,0.0
671,0.0,0.0,0.0,0.0
672,0.0,0.0,0.0,0.0
673,0.0,0.0,0.0,0.0
674,0.0,0.0,0.0,0.0
675,0.0,0.0,0.0,0.0
676,0.0,0.0,0.0,0.0
677,0.0,0.0,0.0,0.0
678,0.0,0.0,0.0,0.0
679,0.0,0.0,0.0,0.0
680,0.0,0.0,0.0,0.0
681,0.0,0.0,0.0,0.0
682,0.0,0.0,0.0,0.0
683,0.0,0.0,0.0,0.0
684,0.0,0.0,0.0,0.0
685,0.0,0.0,0.0,0.0
686,0.0,0.0,0.0,0.0
